X1,Y1,X2,Y2,C1,C2,Cc,Year,Month,Day,Hours,Minutes,Seconds,LaserPower
-0.35,-0.15,-0.35,0.15,9718,172466,0,2019,6,21,15,52,16,3697
-0.3,-0.15,-0.3,0.15,12359,383223,0,2019,6,21,15,52,38,3698
-0.25,-0.15,-0.25,0.15,20893,583911,2,2019,6,21,15,52,59,3694
-0.2,-0.15,-0.2,0.15,61407,735811,7,2019,6,21,15,53,20,3684
-0.15,-0.15,-0.15,0.15,219880,895118,36,2019,6,21,15,53,42,3694
-0.1,-0.15,-0.1,0.15,518171,1126961,100,2019,6,21,15,54,3,3683
-0.05,-0.15,-0.05,0.15,682889,1265388,160,2019,6,21,15,54,24,3682
0.,-0.15,0.,0.15,723211,1188048,190,2019,6,21,15,54,46,3679
0.05,-0.15,0.05,0.15,760029,1032559,164,2019,6,21,15,55,7,3669
0.1,-0.15,0.1,0.15,713464,761466,119,2019,6,21,15,55,28,3687
0.15,-0.15,0.15,0.15,551154,389217,46,2019,6,21,15,55,50,3680
0.2,-0.15,0.2,0.15,438376,127696,17,2019,6,21,15,56,11,3676
0.25,-0.15,0.25,0.15,338261,60309,4,2019,6,21,15,56,32,3683
0.3,-0.15,0.3,0.15,247937,39747,0,2019,6,21,15,56,54,3681
0.35,-0.15,0.35,0.15,140598,28237,1,2019,6,21,15,57,15,3678
0.35,-0.1,0.35,0.1,619046,35469,1,2019,6,21,15,57,36,3680
0.3,-0.1,0.3,0.1,1312786,52963,10,2019,6,21,15,57,58,3681
0.25,-0.1,0.25,0.1,1954479,85495,26,2019,6,21,15,58,19,3685
0.2,-0.1,0.2,0.1,2547214,210525,58,2019,6,21,15,58,40,3686
0.15,-0.1,0.15,0.1,3298297,849252,280,2019,6,21,15,59,2,3688
0.1,-0.1,0.1,0.1,4174107,2002962,1093,2019,6,21,15,59,23,3681
0.05,-0.1,0.05,0.1,4542256,2493647,1824,2019,6,21,15,59,44,3678
0.,-0.1,0.,0.1,4390896,2601531,2198,2019,6,21,16,0,6,3682
-0.05,-0.1,-0.05,0.1,4101959,2671899,1936,2019,6,21,16,0,27,3680
-0.1,-0.1,-0.1,0.1,2975255,2342984,982,2019,6,21,16,0,48,3684
-0.15,-0.1,-0.15,0.1,934766,1911050,221,2019,6,21,16,1,10,3684
-0.2,-0.1,-0.2,0.1,165376,1513223,38,2019,6,21,16,1,31,3674
-0.25,-0.1,-0.25,0.1,43925,1125248,4,2019,6,21,16,1,52,3681
-0.3,-0.1,-0.3,0.1,20617,731004,4,2019,6,21,16,2,14,3685
-0.35,-0.1,-0.35,0.1,14439,301658,0,2019,6,21,16,2,35,3684
-0.35,-0.05,-0.35,0.05,17623,358643,1,2019,6,21,16,2,57,3690
-0.3,-0.05,-0.3,0.05,24284,822670,3,2019,6,21,16,3,18,3683
-0.25,-0.05,-0.25,0.05,46241,1327166,9,2019,6,21,16,3,39,3681
-0.2,-0.05,-0.2,0.05,163377,1685173,69,2019,6,21,16,4,1,3691
-0.15,-0.05,-0.15,0.05,897242,2161100,760,2019,6,21,16,4,22,3681
-0.1,-0.05,-0.1,0.05,2592892,2697904,4689,2019,6,21,16,4,43,3677
-0.05,-0.05,-0.05,0.05,3531623,3067399,8594,2019,6,21,16,5,5,3679
0.,-0.05,0.,0.05,4182645,3031833,9914,2019,6,21,16,5,26,3686
0.05,-0.05,0.05,0.05,4370672,2603904,8228,2019,6,21,16,5,47,3676
0.1,-0.05,0.1,0.05,4080299,1982649,4855,2019,6,21,16,6,9,3683
0.15,-0.05,0.15,0.05,3274850,894607,1146,2019,6,21,16,6,30,3676
0.2,-0.05,0.2,0.05,2482431,234180,128,2019,6,21,16,6,51,3670
0.25,-0.05,0.25,0.05,2087951,95544,31,2019,6,21,16,7,13,3686
0.3,-0.05,0.3,0.05,1509125,57703,21,2019,6,21,16,7,34,3685
0.35,-0.05,0.35,0.05,744492,38441,6,2019,6,21,16,7,56,3681
0.35,0.,0.35,0.,459677,46359,4,2019,6,21,16,8,17,3677
0.3,0.,0.3,0.,844642,66463,18,2019,6,21,16,8,38,3676
0.25,0.,0.25,0.,1231559,114905,30,2019,6,21,16,8,60,3689
0.2,0.,0.2,0.,1459912,295972,106,2019,6,21,16,9,21,3678
0.15,0.,0.15,0.,1931364,1242116,1208,2019,6,21,16,9,42,3683
0.1,0.,0.1,0.,2555704,2945511,5901,2019,6,21,16,10,4,3684
0.05,0.,0.05,0.,2685500,3699825,9558,2019,6,21,16,10,25,3684
0.,0.,0.,0.,2483385,4030758,9329,2019,6,21,16,10,46,3687
-0.05,0.,-0.05,0.,2267522,4275837,8115,2019,6,21,16,11,8,3682
-0.1,0.,-0.1,0.,1613559,3719846,4032,2019,6,21,16,11,29,3693
-0.15,0.,-0.15,0.,529468,2870897,712,2019,6,21,16,11,50,3682
-0.2,0.,-0.2,0.,114615,2259512,63,2019,6,21,16,12,12,3688
-0.25,0.,-0.25,0.,35577,1646924,11,2019,6,21,16,12,33,3668
-0.3,0.,-0.3,0.,19187,1053527,5,2019,6,21,16,12,54,3664
-0.35,0.,-0.35,0.,14018,434887,0,2019,6,21,16,13,16,3663
-0.35,0.05,-0.35,-0.05,13415,415870,0,2019,6,21,16,13,37,3672
-0.3,0.05,-0.3,-0.05,17733,1002252,4,2019,6,21,16,13,58,3669
-0.25,0.05,-0.25,-0.05,29416,1666620,6,2019,6,21,16,14,20,3665
-0.2,0.05,-0.2,-0.05,90724,2266075,15,2019,6,21,16,14,41,3681
-0.15,0.05,-0.15,-0.05,531941,2987368,123,2019,6,21,16,15,2,3671
-0.1,0.05,-0.1,-0.05,1735969,3571398,451,2019,6,21,16,15,24,3663
-0.05,0.05,-0.05,-0.05,2358448,4007059,840,2019,6,21,16,15,45,3668
0.,0.05,0.,-0.05,2778767,4296400,1075,2019,6,21,16,16,6,3680
0.05,0.05,0.05,-0.05,2979675,4149652,1159,2019,6,21,16,16,28,3686
0.1,0.05,0.1,-0.05,2720653,3284060,753,2019,6,21,16,16,49,3688
0.15,0.05,0.15,-0.05,2092305,1304436,215,2019,6,21,16,17,11,3679
0.2,0.05,0.2,-0.05,1711917,301683,27,2019,6,21,16,17,32,3676
0.25,0.05,0.25,-0.05,1347615,110548,17,2019,6,21,16,17,53,3686
0.3,0.05,0.3,-0.05,953506,62966,3,2019,6,21,16,18,15,3676
0.35,0.05,0.35,-0.05,481821,40303,3,2019,6,21,16,18,36,3684
0.35,0.1,0.35,-0.1,233673,27340,0,2019,6,21,16,18,57,3686
0.3,0.1,0.3,-0.1,419371,42367,3,2019,6,21,16,19,19,3682
0.25,0.1,0.25,-0.1,554244,74635,5,2019,6,21,16,19,40,3681
0.2,0.1,0.2,-0.1,648066,159661,11,2019,6,21,16,20,1,3683
0.15,0.1,0.15,-0.1,828458,405503,30,2019,6,21,16,20,23,3678
0.1,0.1,0.1,-0.1,1089035,812705,73,2019,6,21,16,20,44,3691
0.05,0.1,0.05,-0.1,1119885,1089369,112,2019,6,21,16,21,5,3697
0.,0.1,0.,-0.1,954506,1291495,113,2019,6,21,16,21,27,3693
-0.05,0.1,-0.05,-0.1,777370,1374433,100,2019,6,21,16,21,48,3692
-0.1,0.1,-0.1,-0.1,560717,1193094,42,2019,6,21,16,22,10,3695
-0.15,0.1,-0.15,-0.1,213884,941181,19,2019,6,21,16,22,31,3696
-0.2,0.1,-0.2,-0.1,55690,776063,6,2019,6,21,16,22,52,3695
-0.25,0.1,-0.25,-0.1,22595,576280,2,2019,6,21,16,23,14,3687
-0.3,0.1,-0.3,-0.1,14857,370555,0,2019,6,21,16,23,35,3662
-0.35,0.1,-0.35,-0.1,11476,169922,0,2019,6,21,16,23,57,3667
-0.35,0.15,-0.35,-0.15,9137,49936,0,2019,6,21,16,24,18,3662
-0.3,0.15,-0.3,-0.15,10360,83760,1,2019,6,21,16,24,39,3672
-0.25,0.15,-0.25,-0.15,12549,125066,0,2019,6,21,16,25,1,3679
-0.2,0.15,-0.2,-0.15,19602,167722,2,2019,6,21,16,25,22,3676
-0.15,0.15,-0.15,-0.15,32783,196208,3,2019,6,21,16,25,43,3665
-0.1,0.15,-0.1,-0.15,50669,228645,2,2019,6,21,16,26,5,3675
-0.05,0.15,-0.05,-0.15,66678,266523,5,2019,6,21,16,26,26,3670
0.,0.15,0.,-0.15,85134,277845,9,2019,6,21,16,26,48,3687
0.05,0.15,0.05,-0.15,105696,245890,6,2019,6,21,16,27,9,3684
0.1,0.15,0.1,-0.15,112163,196380,7,2019,6,21,16,27,30,3682
0.15,0.15,0.15,-0.15,89932,134246,2,2019,6,21,16,27,52,3688
0.2,0.15,0.2,-0.15,69871,81918,1,2019,6,21,16,28,13,3675
0.25,0.15,0.25,-0.15,59105,50697,1,2019,6,21,16,28,35,3683
0.3,0.15,0.3,-0.15,52080,33235,0,2019,6,21,16,28,56,3684
0.35,0.15,0.35,-0.15,35124,20906,0,2019,6,21,16,29,17,3676
0.35,0.2,0.35,-0.2,18358,18268,0,2019,6,21,16,29,39,3674
0.3,0.2,0.3,-0.2,23334,25420,0,2019,6,21,16,30,0,3682
0.25,0.2,0.25,-0.2,27162,35898,1,2019,6,21,16,30,21,3682
0.2,0.2,0.2,-0.2,29902,47320,2,2019,6,21,16,30,43,3670
0.15,0.2,0.15,-0.2,34828,63924,1,2019,6,21,16,31,4,3683
0.1,0.2,0.1,-0.2,37049,79086,1,2019,6,21,16,31,26,3685
0.05,0.2,0.05,-0.2,34976,87052,2,2019,6,21,16,31,47,3658
0.,0.2,0.,-0.2,33075,93219,0,2019,6,21,16,32,8,3655
-0.05,0.2,-0.05,-0.2,28911,91776,0,2019,6,21,16,32,30,3654
-0.1,0.2,-0.1,-0.2,23206,83788,0,2019,6,21,16,32,51,3657
-0.15,0.2,-0.15,-0.2,17912,75112,0,2019,6,21,16,33,13,3656
-0.2,0.2,-0.2,-0.2,13514,63785,1,2019,6,21,16,33,34,3650
-0.25,0.2,-0.25,-0.2,10577,49622,0,2019,6,21,16,33,55,3658
-0.3,0.2,-0.3,-0.2,9278,36595,0,2019,6,21,16,34,17,3665
-0.35,0.2,-0.35,-0.2,8232,26626,0,2019,6,21,16,34,38,3652
-0.35,0.25,-0.35,-0.25,8106,18293,0,2019,6,21,16,34,60,3659
-0.3,0.25,-0.3,-0.25,9049,24373,0,2019,6,21,16,35,21,3691
-0.25,0.25,-0.25,-0.25,10434,30606,0,2019,6,21,16,35,42,3685
-0.2,0.25,-0.2,-0.25,12465,37808,0,2019,6,21,16,36,4,3679
-0.15,0.25,-0.15,-0.25,16106,44972,0,2019,6,21,16,36,25,3685
-0.1,0.25,-0.1,-0.25,20598,49968,0,2019,6,21,16,36,47,3684
-0.05,0.25,-0.05,-0.25,24625,53519,2,2019,6,21,16,37,8,3685
0.,0.25,0.,-0.25,28001,54165,2,2019,6,21,16,37,29,3684
0.05,0.25,0.05,-0.25,29600,52482,0,2019,6,21,16,37,51,3684
0.1,0.25,0.1,-0.25,29247,46227,2,2019,6,21,16,38,12,3681
0.15,0.25,0.15,-0.25,27525,39803,1,2019,6,21,16,38,34,3678
0.2,0.25,0.2,-0.25,24108,32063,2,2019,6,21,16,38,55,3685
0.25,0.25,0.25,-0.25,21976,25561,0,2019,6,21,16,39,16,3674
0.3,0.25,0.3,-0.25,19081,20166,1,2019,6,21,16,39,38,3684
0.35,0.25,0.35,-0.25,15528,15946,1,2019,6,21,16,39,59,3677
