X1,Y1,X2,Y2,C1,C2,Cc,Year,Month,Day,Hours,Minutes,Seconds,LaserPower
-0.2,-0.15,0.2,-0.15,87055,200365,56,2019,6,21,13,3,51,3662
-0.15,-0.15,0.15,-0.15,205280,364917,203,2019,6,21,13,4,12,3661
-0.1,-0.15,0.1,-0.15,306274,508830,375,2019,6,21,13,4,33,3651
-0.05,-0.15,0.05,-0.15,405681,713357,698,2019,6,21,13,4,54,3653
0.,-0.15,0.,-0.15,506783,865755,990,2019,6,21,13,5,15,3657
0.05,-0.15,-0.05,-0.15,480169,855398,819,2019,6,21,13,5,36,3654
0.1,-0.15,-0.1,-0.15,369947,729300,639,2019,6,21,13,5,57,3657
0.15,-0.15,-0.15,-0.15,300478,615979,526,2019,6,21,13,6,18,3646
0.2,-0.15,-0.2,-0.15,245836,516862,490,2019,6,21,13,6,39,3660
0.25,-0.15,-0.25,-0.15,194195,388513,394,2019,6,21,13,6,60,3627
0.3,-0.15,-0.3,-0.15,119278,250541,234,2019,6,21,13,7,21,3640
0.35,-0.15,-0.35,-0.15,53435,132800,67,2019,6,21,13,7,42,3643
0.35,-0.1,-0.35,-0.1,134491,409885,559,2019,6,21,13,8,3,3652
0.3,-0.1,-0.3,-0.1,581931,950195,3491,2019,6,21,13,8,24,3648
0.25,-0.1,-0.25,-0.1,1406585,1510249,8701,2019,6,21,13,8,45,3663
0.2,-0.1,-0.2,-0.1,2011882,1946854,11917,2019,6,21,13,9,6,3661
0.15,-0.1,-0.15,-0.1,2273639,2332465,12232,2019,6,21,13,9,27,3652
0.1,-0.1,-0.1,-0.1,2602496,2932194,12696,2019,6,21,13,9,47,3667
0.05,-0.1,-0.05,-0.1,3705089,3567866,19856,2019,6,21,13,10,8,3657
0.,-0.1,0.,-0.1,4385208,3428680,25368,2019,6,21,13,10,29,3664
-0.05,-0.1,0.05,-0.1,3649570,2862299,19302,2019,6,21,13,10,50,3657
-0.1,-0.1,0.1,-0.1,2754181,2129118,12164,2019,6,21,13,11,11,3656
-0.15,-0.1,0.15,-0.1,1593969,1241231,4355,2019,6,21,13,11,32,3666
-0.2,-0.1,0.2,-0.1,439274,439378,445,2019,6,21,13,11,53,3664
-0.25,-0.1,0.25,-0.1,84821,172917,24,2019,6,21,13,12,14,3647
-0.3,-0.1,0.3,-0.1,28152,99187,1,2019,6,21,13,12,35,3655
-0.35,-0.1,0.35,-0.1,15943,63592,0,2019,6,21,13,12,56,3659
-0.35,-0.05,0.35,-0.05,17924,78800,1,2019,6,21,13,13,17,3663
-0.3,-0.05,0.3,-0.05,29541,118091,3,2019,6,21,13,13,38,3652
-0.25,-0.05,0.25,-0.05,81670,202096,18,2019,6,21,13,13,59,3655
-0.2,-0.05,0.2,-0.05,456892,588130,483,2019,6,21,13,14,20,3655
-0.15,-0.05,0.15,-0.05,1802848,2532926,8460,2019,6,21,13,14,41,3665
-0.1,-0.05,0.1,-0.05,3250480,5426877,28538,2019,6,21,13,15,2,3668
-0.05,-0.05,0.05,-0.05,3838807,6251478,34718,2019,6,21,13,15,23,3657
0.,-0.05,0.,-0.05,4109098,6526718,34584,2019,6,21,13,15,44,3656
0.05,-0.05,-0.05,-0.05,3780153,6548499,29727,2019,6,21,13,16,5,3669
0.1,-0.05,-0.1,-0.05,2921474,5830167,23878,2019,6,21,13,16,26,3655
0.15,-0.05,-0.15,-0.05,2421580,4596449,21786,2019,6,21,13,16,47,3660
0.2,-0.05,-0.2,-0.05,2082308,3645789,19305,2019,6,21,13,17,7,3669
0.25,-0.05,-0.25,-0.05,1536640,2780101,13771,2019,6,21,13,17,28,3656
0.3,-0.05,-0.3,-0.05,708319,1648725,5855,2019,6,21,13,17,49,3661
0.35,-0.05,-0.35,-0.05,163133,641588,874,2019,6,21,13,18,10,3658
0.35,0.,-0.35,0.,122020,511756,454,2019,6,21,13,18,31,3659
0.3,0.,-0.3,0.,424099,1208777,2539,2019,6,21,13,18,52,3660
0.25,0.,-0.25,0.,870766,1954108,5854,2019,6,21,13,19,13,3653
0.2,0.,-0.2,0.,1204179,2629464,7841,2019,6,21,13,19,34,3662
0.15,0.,-0.15,0.,1482794,3434167,9085,2019,6,21,13,19,55,3656
0.1,0.,-0.1,0.,1797696,4321556,10028,2019,6,21,13,20,16,3665
0.05,0.,-0.05,0.,2300790,4679789,13062,2019,6,21,13,20,37,3650
0.,0.,0.,0.,2540064,4746112,15805,2019,6,21,13,20,58,3643
-0.05,0.,0.05,0.,2217372,4511862,14350,2019,6,21,13,21,19,3655
-0.1,0.,0.1,0.,1820976,3647327,10185,2019,6,21,13,21,40,3658
-0.15,0.,0.15,0.,1074282,1655370,3219,2019,6,21,13,22,1,3653
-0.2,0.,0.2,0.,316858,433136,237,2019,6,21,13,22,22,3660
-0.25,0.,0.25,0.,72734,171200,15,2019,6,21,13,22,43,3653
-0.3,0.,0.3,0.,28446,99388,1,2019,6,21,13,23,4,3666
-0.35,0.,0.35,0.,16803,63334,1,2019,6,21,13,23,24,3659
-0.35,0.05,0.35,0.05,15386,59497,3,2019,6,21,13,23,45,3654
-0.3,0.05,0.3,0.05,24083,89901,2,2019,6,21,13,24,6,3664
-0.25,0.05,0.25,0.05,53843,152455,14,2019,6,21,13,24,27,3665
-0.2,0.05,0.2,0.05,273241,385399,258,2019,6,21,13,24,48,3661
-0.15,0.05,0.15,0.05,1048206,1346406,4095,2019,6,21,13,25,9,3665
-0.1,0.05,0.1,0.05,1942871,2886318,14094,2019,6,21,13,25,30,3657
-0.05,0.05,0.05,0.05,2450939,3557537,19183,2019,6,21,13,25,51,3656
0.,0.05,0.,0.05,2870845,3909663,22231,2019,6,21,13,26,12,3656
0.05,0.05,-0.05,0.05,2634675,4114609,19290,2019,6,21,13,26,33,3657
0.1,0.05,-0.1,0.05,1953212,3600348,13989,2019,6,21,13,26,54,3663
0.15,0.05,-0.15,0.05,1682793,2894181,13173,2019,6,21,13,27,15,3656
0.2,0.05,-0.2,0.05,1361377,2189495,11032,2019,6,21,13,27,36,3657
0.25,0.05,-0.25,0.05,1040665,1683988,8591,2019,6,21,13,27,57,3655
0.3,0.05,-0.3,0.05,508102,1079817,3718,2019,6,21,13,28,18,3653
0.35,0.05,-0.35,0.05,129740,474516,599,2019,6,21,13,28,39,3653
0.35,0.1,-0.35,0.1,73910,319156,249,2019,6,21,13,28,60,3667
0.3,0.1,-0.3,0.1,219159,765065,1644,2019,6,21,13,29,21,3657
0.25,0.1,-0.25,0.1,410085,1225938,3532,2019,6,21,13,29,42,3654
0.2,0.1,-0.2,0.1,544653,1591028,4828,2019,6,21,13,30,3,3654
0.15,0.1,-0.15,0.1,727828,2176592,6626,2019,6,21,13,30,24,3658
0.1,0.1,-0.1,0.1,877639,2740791,7052,2019,6,21,13,30,45,3658
0.05,0.1,-0.05,0.1,1078159,3041780,8751,2019,6,21,13,31,5,3660
0.,0.1,0.,0.1,1119037,3093251,9933,2019,6,21,13,31,26,3672
-0.05,0.1,0.05,0.1,1069774,2971021,10479,2019,6,21,13,31,47,3673
-0.1,0.1,0.1,0.1,956382,2474135,8816,2019,6,21,13,32,8,3664
-0.15,0.1,0.15,0.1,559671,1098525,2341,2019,6,21,13,32,29,3673
-0.2,0.1,0.2,0.1,151489,266564,139,2019,6,21,13,32,50,3677
-0.25,0.1,0.25,0.1,36442,112008,7,2019,6,21,13,33,11,3663
-0.3,0.1,0.3,0.1,19123,72645,0,2019,6,21,13,33,32,3671
-0.35,0.1,0.35,0.1,13919,45406,0,2019,6,21,13,33,53,3666
-0.35,0.15,0.35,0.15,11749,28870,1,2019,6,21,13,34,14,3642
-0.3,0.15,0.3,0.15,14468,45074,1,2019,6,21,13,34,35,3662
-0.25,0.15,0.25,0.15,18850,71293,0,2019,6,21,13,34,56,3664
-0.2,0.15,0.2,0.15,33747,126724,8,2019,6,21,13,35,17,3661
-0.15,0.15,0.15,0.15,73183,306200,66,2019,6,21,13,35,38,3658
-0.1,0.15,0.1,0.15,111034,703021,294,2019,6,21,13,35,59,3641
-0.05,0.15,0.05,0.15,118512,965902,377,2019,6,21,13,36,20,3656
0.,0.15,0.,0.15,111294,1005262,296,2019,6,21,13,36,41,3655
0.05,0.15,-0.05,0.15,123594,989471,268,2019,6,21,13,37,2,3660
0.1,0.15,-0.1,0.15,120177,895603,294,2019,6,21,13,37,23,3660
0.15,0.15,-0.15,0.15,95901,712120,243,2019,6,21,13,37,44,3654
0.2,0.15,-0.2,0.15,77378,574759,185,2019,6,21,13,38,5,3659
0.25,0.15,-0.25,0.15,57921,433412,97,2019,6,21,13,38,26,3660
0.3,0.15,-0.3,0.15,43433,274685,59,2019,6,21,13,38,47,3675
0.35,0.15,-0.35,0.15,31346,137127,25,2019,6,21,13,39,8,3670
0.35,0.2,-0.35,0.2,21414,63725,5,2019,6,21,13,39,29,3668
0.3,0.2,-0.3,0.2,23415,107277,7,2019,6,21,13,39,50,3679
0.25,0.2,-0.25,0.2,26257,155589,6,2019,6,21,13,40,11,3672
0.2,0.2,-0.2,0.2,29656,201302,12,2019,6,21,13,40,32,3671
0.15,0.2,-0.15,0.2,32209,241826,9,2019,6,21,13,40,53,3677
0.1,0.2,-0.1,0.2,34404,293130,13,2019,6,21,13,41,14,3673
0.05,0.2,-0.05,0.2,33576,327084,14,2019,6,21,13,41,35,3670
0.,0.2,0.,0.2,29859,322165,7,2019,6,21,13,41,56,3664
-0.05,0.2,0.05,0.2,26680,287038,9,2019,6,21,13,42,17,3659
-0.1,0.2,0.1,0.2,22716,211004,3,2019,6,21,13,42,38,3652
-0.15,0.2,0.15,0.2,18326,135408,2,2019,6,21,13,42,59,3660
-0.2,0.2,0.2,0.2,14794,80164,3,2019,6,21,13,43,20,3662
-0.25,0.2,0.25,0.2,12955,49051,1,2019,6,21,13,43,41,3656
-0.3,0.2,0.3,0.2,11608,32634,0,2019,6,21,13,44,1,3651
-0.35,0.2,0.35,0.2,11042,22421,0,2019,6,21,13,44,22,3662
-0.35,0.25,0.35,0.25,10133,18584,0,2019,6,21,13,44,43,3656
-0.3,0.25,0.3,0.25,11027,25276,1,2019,6,21,13,45,4,3664
-0.25,0.25,0.25,0.25,11143,36470,1,2019,6,21,13,45,25,3664
-0.2,0.25,0.2,0.25,11666,56853,1,2019,6,21,13,45,46,3662
-0.15,0.25,0.15,0.25,12540,87977,5,2019,6,21,13,46,7,3666
-0.1,0.25,0.1,0.25,15094,126929,1,2019,6,21,13,46,28,3660
-0.05,0.25,0.05,0.25,16910,167154,2,2019,6,21,13,46,49,3656
0.,0.25,0.,0.25,18837,183403,2,2019,6,21,13,47,10,3666
0.05,0.25,-0.05,0.25,21308,187583,4,2019,6,21,13,47,31,3651
0.1,0.25,-0.1,0.25,22230,169804,7,2019,6,21,13,47,52,3664
0.15,0.25,-0.15,0.25,21056,141876,4,2019,6,21,13,48,13,3660
0.2,0.25,-0.2,0.25,19989,116022,2,2019,6,21,13,48,34,3655
0.25,0.25,-0.25,0.25,19346,96321,2,2019,6,21,13,48,55,3666
0.3,0.25,-0.3,0.25,17489,67751,3,2019,6,21,13,49,16,3663
0.35,0.25,-0.35,0.25,15723,42644,0,2019,6,21,13,49,37,3666
